"No.","Time","Source","Destination","Protocol","Length","Info"
"2000","2.124570","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=1853471 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2012]"
"2001","2.124571","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=1854671 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2012]"
"2002","2.124572","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=1855871 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2012]"
"2003","2.124574","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=1857071 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2012]"
"2004","2.124575","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=1858271 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2012]"
"2005","2.124576","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=1859471 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2012]"
"2006","2.124577","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=1860671 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2012]"
"2007","2.124578","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=1861871 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2012]"
"2008","2.124579","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=1863071 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2012]"
"2009","2.124581","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=1864271 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2012]"
"2010","2.124582","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=1865471 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2012]"
"2011","2.124583","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=1866671 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2012]"
"2012","2.124585","128.135.24.73","10.190.102.251","TLSv1.2","867","Application Data"
"2013","2.124585","128.135.24.73","10.190.102.251","TLSv1.2","119","Application Data"
"2014","2.124586","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=1868749 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2028]"
"2015","2.124587","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=1869949 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2028]"
"2016","2.124588","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=1871149 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2028]"
"2017","2.124590","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=1872349 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2028]"
"2018","2.124591","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=1873549 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2028]"
"2019","2.124592","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=1874749 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2028]"
"2020","2.124593","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=1875949 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2028]"
"2021","2.124595","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=1877149 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2028]"
"2022","2.124596","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=1878349 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2028]"
"2023","2.124642","10.190.102.251","128.135.24.73","TCP","54","59655  >  443 [ACK] Seq=185211 Ack=1879549 Win=2308160 Len=0"
"2024","2.124840","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=1879549 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2028]"
"2025","2.124841","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=1880749 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2028]"
"2026","2.124842","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=1881949 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2028]"
"2027","2.124843","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=1883149 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2028]"
"2028","2.124844","128.135.24.73","10.190.102.251","TLSv1.2","867","Application Data"
"2029","2.124845","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=1885162 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2042]"
"2030","2.124846","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=1886362 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2042]"
"2031","2.124847","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=1887562 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2042]"
"2032","2.124848","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=1888762 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2042]"
"2033","2.124849","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=1889962 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2042]"
"2034","2.124850","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=1891162 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2042]"
"2035","2.124851","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=1892362 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2042]"
"2036","2.124852","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=1893562 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2042]"
"2037","2.124853","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=1894762 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2042]"
"2038","2.124854","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=1895962 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2042]"
"2039","2.124855","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=1897162 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2042]"
"2040","2.124856","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=1898362 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2042]"
"2041","2.124857","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=1899562 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2042]"
"2042","2.124858","128.135.24.73","10.190.102.251","TLSv1.2","867","Application Data"
"2043","2.124859","128.135.24.73","10.190.102.251","TLSv1.2","119","Application Data"
"2044","2.124859","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=1901640 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2058]"
"2045","2.124894","10.190.102.251","128.135.24.73","TCP","54","59655  >  443 [ACK] Seq=185211 Ack=1902840 Win=2308160 Len=0"
"2046","2.126015","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=1902840 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2058]"
"2047","2.126016","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=1904040 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2058]"
"2048","2.126017","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=1905240 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2058]"
"2049","2.126018","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=1906440 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2058]"
"2050","2.126018","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=1907640 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2058]"
"2051","2.126019","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=1908840 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2058]"
"2052","2.126020","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=1910040 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2058]"
"2053","2.126021","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=1911240 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2058]"
"2054","2.126022","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=1912440 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2058]"
"2055","2.126023","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=1913640 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2058]"
"2056","2.126024","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=1914840 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2058]"
"2057","2.126025","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=1916040 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2058]"
"2058","2.126026","128.135.24.73","10.190.102.251","TLSv1.2","867","Application Data"
"2059","2.126027","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=1918053 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2073]"
"2060","2.126028","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=1919253 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2073]"
"2061","2.126029","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=1920453 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2073]"
"2062","2.126030","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=1921653 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2073]"
"2063","2.126031","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=1922853 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2073]"
"2064","2.126032","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=1924053 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2073]"
"2065","2.126032","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=1925253 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2073]"
"2066","2.126033","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=1926453 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2073]"
"2067","2.126034","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=1927653 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2073]"
"2068","2.126035","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=1928853 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2073]"
"2069","2.126036","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=1930053 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2073]"
"2070","2.126072","10.190.102.251","128.135.24.73","TCP","54","59655  >  443 [ACK] Seq=185211 Ack=1931253 Win=2308160 Len=0"
"2071","2.126465","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=1931253 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2073]"
"2072","2.126467","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=1932453 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2073]"
"2073","2.126468","128.135.24.73","10.190.102.251","TLSv1.2","867","Application Data"
"2074","2.126470","128.135.24.73","10.190.102.251","TLSv1.2","119","Application Data"
"2075","2.126471","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=1934531 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2089]"
"2076","2.126473","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=1935731 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2089]"
"2077","2.126474","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=1936931 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2089]"
"2078","2.126476","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=1938131 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2089]"
"2079","2.126477","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=1939331 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2089]"
"2080","2.126479","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=1940531 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2089]"
"2081","2.126481","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=1941731 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2089]"
"2082","2.126482","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=1942931 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2089]"
"2083","2.126484","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=1944131 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2089]"
"2084","2.126485","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=1945331 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2089]"
"2085","2.126530","10.190.102.251","128.135.24.73","TCP","54","59655  >  443 [ACK] Seq=185211 Ack=1946531 Win=2308160 Len=0"
"2086","2.127214","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=1946531 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2089]"
"2087","2.127215","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=1947731 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2089]"
"2088","2.127216","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=1948931 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2089]"
"2089","2.127217","128.135.24.73","10.190.102.251","TLSv1.2","867","Application Data"
"2090","2.127217","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=1950944 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2103]"
"2091","2.127218","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=1952144 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2103]"
"2092","2.127219","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=1953344 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2103]"
"2093","2.127219","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=1954544 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2103]"
"2094","2.127220","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=1955744 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2103]"
"2095","2.127221","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=1956944 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2103]"
"2096","2.127222","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=1958144 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2103]"
"2097","2.127223","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=1959344 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2103]"
"2098","2.127224","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=1960544 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2103]"
"2099","2.127225","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=1961744 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2103]"
"2100","2.127225","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=1962944 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2103]"
"2101","2.127226","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=1964144 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2103]"
"2102","2.127227","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=1965344 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2103]"
"2103","2.127228","128.135.24.73","10.190.102.251","TLSv1.2","867","Application Data"
"2104","2.127229","128.135.24.73","10.190.102.251","TLSv1.2","119","Application Data"
"2105","2.127229","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=1967422 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2119]"
"2106","2.127230","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=1968622 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2119]"
"2107","2.127231","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=1969822 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2119]"
"2108","2.127232","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=1971022 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2119]"
"2109","2.127233","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=1972222 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2119]"
"2110","2.127233","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=1973422 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2119]"
"2111","2.127266","10.190.102.251","128.135.24.73","TCP","54","59655  >  443 [ACK] Seq=185211 Ack=1974622 Win=2308160 Len=0"
"2112","2.127717","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=1974622 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2119]"
"2113","2.127717","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=1975822 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2119]"
"2114","2.127718","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=1977022 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2119]"
"2115","2.127719","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=1978222 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2119]"
"2116","2.127720","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=1979422 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2119]"
"2117","2.127721","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=1980622 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2119]"
"2118","2.127722","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=1981822 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2119]"
"2119","2.127723","128.135.24.73","10.190.102.251","TLSv1.2","867","Application Data"
"2120","2.127724","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=1983835 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2126]"
"2121","2.127725","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=1985035 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2126]"
"2122","2.127726","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=1986235 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2126]"
"2123","2.127727","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=1987435 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2126]"
"2124","2.127728","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=1988635 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2126]"
"2125","2.127729","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=1989835 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2126]"
"2126","2.127730","128.135.24.73","10.190.102.251","TLSv1.2","719","Application Data"
"2127","2.127731","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=1991700 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2144]"
"2128","2.127732","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=1992900 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2144]"
"2129","2.127732","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=1994100 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2144]"
"2130","2.127733","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=1995300 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2144]"
"2131","2.127734","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=1996500 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2144]"
"2132","2.127736","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=1997700 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2144]"
"2133","2.127736","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=1998900 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2144]"
"2134","2.127737","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=2000100 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2144]"
"2135","2.127738","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=2001300 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2144]"
"2136","2.127936","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=2002500 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2144]"
"2137","2.127937","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=2003700 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2144]"
"2138","2.127938","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=2004900 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2144]"
"2139","2.127940","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=2006100 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2144]"
"2140","2.127990","10.190.102.251","128.135.24.73","TCP","54","59655  >  443 [ACK] Seq=185211 Ack=2007300 Win=2308160 Len=0"
"2141","2.128625","10.190.102.251","128.135.24.73","TCP","1254","59655  >  443 [ACK] Seq=185211 Ack=2007300 Win=2308160 Len=1200 [TCP PDU reassembled in 2143]"
"2142","2.128625","10.190.102.251","128.135.24.73","TCP","1254","59655  >  443 [ACK] Seq=186411 Ack=2007300 Win=2308160 Len=1200 [TCP PDU reassembled in 2143]"
"2143","2.128631","10.190.102.251","128.135.24.73","TLSv1.2","882","Application Data"
"2144","2.128695","128.135.24.73","10.190.102.251","TLSv1.2","867","Application Data"
"2145","2.128695","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=2008113 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2158]"
"2146","2.128696","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=2009313 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2158]"
"2147","2.128697","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=2010513 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2158]"
"2148","2.128698","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=2011713 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2158]"
"2149","2.128699","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=2012913 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2158]"
"2150","2.128700","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=2014113 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2158]"
"2151","2.128701","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=2015313 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2158]"
"2152","2.128702","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=2016513 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2158]"
"2153","2.128702","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=2017713 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2158]"
"2154","2.128703","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=2018913 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2158]"
"2155","2.128704","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=2020113 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2158]"
"2156","2.128705","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=2021313 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2158]"
"2157","2.128705","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=2022513 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2158]"
"2158","2.128706","128.135.24.73","10.190.102.251","TLSv1.2","867","Application Data"
"2159","2.128707","128.135.24.73","10.190.102.251","TLSv1.2","249","Application Data"
"2160","2.128707","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=2024721 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2174]"
"2161","2.128708","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=2025921 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2174]"
"2162","2.128709","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=2027121 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2174]"
"2163","2.128710","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=2028321 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2174]"
"2164","2.128711","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=2029521 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2174]"
"2165","2.128711","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=2030721 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2174]"
"2166","2.128713","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=2031921 Ack=181999 Win=335104 Len=1200 [TCP PDU reassembled in 2174]"
